,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive
Ridge,0.7062112437586949,1.524272621420193,1.4095090425931585,0.76708811167315,1.255372980850217,0.8785067271621326
Lasso,0.721928487568801,1.5385385830982865,1.4123411793861336,0.7766166222994675,1.3369753011886054,0.9144321909930729
ElasticNet,0.6939175229886428,1.507373351433157,1.3632816896237694,0.7635474346886939,1.2655090254528203,0.8859582027517309
PLS,0.7108316035372677,1.5310929710959043,1.4157350346477977,0.7693809591190454,1.2597498549210262,0.8846491532209594
RandomForest,0.7321667293421481,1.3121277364516302,1.0608354124893833,0.7068610136783985,1.1309197146349153,0.8464534579254993
SVR,0.7277332089591046,1.3049535067489353,1.1536151296095014,0.7957208656510867,1.156899623411207,0.8686550307631056
XGBoost,0.7781402482719944,1.512353214890958,1.1131493327537416,0.8481557459669877,1.1701619412376643,0.8935151560518856
Hybrid Neural Network,0.5246890894260534,1.0748863241114883,1.0359039293618006,0.6463809293565714,0.8819039242140336,0.7292954290350121
