,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive
Ridge,0.016080561502000483,0.09112317624737293,0.15759433191486832,0.054022441190973235,0.04310406037669004,0.05383261751534178
Lasso,0.0218993291169646,0.051517610519889574,0.11920030558554745,0.03770145942142916,0.04124079747431298,0.05815016822952394
ElasticNet,0.02208921276879779,0.057007121962462895,0.12173319353961201,0.03836511323710702,0.0465910306080218,0.056409520753694334
PLS,0.013105052520235898,0.08810312027524134,0.15969412554477766,0.0534218017518324,0.04369414513894031,0.05192989571840978
RandomForest,0.034623029878225,0.024845886620283687,0.04778941858992612,0.059815835942432685,0.07786114069743202,0.05073642528960473
SVR,0.04081389427637758,0.06294521988762398,0.06834754055771443,0.04630183446793994,0.06173022120979371,0.04736500488500257
XGBoost,0.032633562784815336,0.04550117793340608,0.03161492738805956,0.07333464295915657,0.06439354618665405,0.037003862321390725
Hybrid Neural Network,0.0220687584691359,0.0786576333639099,0.0609891967729467,0.0450401512000182,0.0809733324710969,0.096752039009428
