,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive
Ridge,0.02965354932358167,0.29555438864158734,0.4394429317189752,0.10005414811874203,0.22294172862315018,0.06703657140000853
Lasso,0.03747455535511661,0.3149694565094796,0.35660026657572597,0.06686387722834881,0.2630497545258357,0.09292515456592591
ElasticNet,0.033401749194320964,0.29380583315319736,0.3567734454922146,0.06969292234955946,0.24890457115180484,0.08333301569215783
PLS,0.02687644560037461,0.3042173658821507,0.44527964985546986,0.09893501003891786,0.2292398629569597,0.06664314925399148
RandomForest,0.0930688169601657,0.2714275735631285,0.17172416228810775,0.11680241841567887,0.18153118034871632,0.056930826635044327
SVR,0.09613609089919632,0.2193088168010243,0.19954054955441286,0.0913006018243336,0.2388059180966665,0.0620075531064722
XGBoost,0.07653022964600582,0.2810111783720126,0.12560552282167692,0.14146228809863887,0.2002021860662489,0.03518252524274186
Hybrid Neural Network,0.0255311116476627,0.3546893706618424,0.1168935217481112,0.0898162238073392,0.1181788713364654,0.143758382362388
