dimension,config,split_scheme,fold,n_train,n_val,n_test,best_epoch,val_r2,test_r2,test_mse,test_rmse,test_r2_mean,test_r2_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std
oppressive,resnet50_semantic_colour_no_floor,spatial_block,1,305,111,83,9,0.67767043232551,0.5611162349431777,0.80196109716785,0.8955228066151358,0.6174701698169415,0.08257064881142082,0.7891721609277889,0.15504215042932257,0.8849843781439786,0.08642056590378677
oppressive,resnet50_semantic_colour_no_floor,spatial_block,2,292,133,74,31,0.7153151738162076,0.6975072450051731,0.6887440163597548,0.8299060286320101,0.6174701698169415,0.08257064881142082,0.7891721609277889,0.15504215042932257,0.8849843781439786,0.08642056590378677
oppressive,resnet50_semantic_colour_no_floor,spatial_block,3,270,82,147,20,0.7458940499174056,0.7013259422234996,0.6109302013188208,0.7816202411138166,0.6174701698169415,0.08257064881142082,0.7891721609277889,0.15504215042932257,0.8849843781439786,0.08642056590378677
oppressive,resnet50_semantic_colour_no_floor,spatial_block,4,327,87,85,6,0.7471689991456874,0.5143253685988874,1.0190310368500064,1.0094706716145876,0.6174701698169415,0.08257064881142082,0.7891721609277889,0.15504215042932257,0.8849843781439786,0.08642056590378677
oppressive,resnet50_semantic_colour_no_floor,spatial_block,5,267,122,110,18,0.6130134113070025,0.6130760583139694,0.8251944529425128,0.9084021427443425,0.6174701698169415,0.08257064881142082,0.7891721609277889,0.15504215042932257,0.8849843781439786,0.08642056590378677
