dimension,test_r2_mean,test_r2_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std
prefer,0.7308404175192724,0.032109057632511,0.5605436366906611,0.0470965584358329,0.7481728223480018,0.0312462915896954
monotonous,0.4552648917514611,0.0649096875910347,1.1143046161821817,0.1729893101534754,1.05308252108821,0.0815614795773824
quiet,0.4637834644602102,0.0724936386669744,1.12841706729381,0.2001935885455865,1.0589606600857049,0.0936708845150031
extensive,0.7100218505247176,0.0275273475541883,0.6049013700311999,0.0638910578888091,0.7768784845303279,0.0412490955213122
vivid,0.599251453565461,0.0471751921038035,0.81159844936849,0.0923681784185575,0.8997520758357418,0.0505550615389239
oppressive,0.6174701698169415,0.0825706488114208,0.7891721609277889,0.1550421504293225,0.8849843781439786,0.0864205659037867
