dimension,config,backend,split_scheme,fold,n_train,n_val,n_test,best_epoch,val_r2,test_r2,test_mse,test_rmse,test_r2_mean,test_r2_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std
prefer,colour_only,ridge,spatial_block,1,308,97,94,,,0.5010036941877445,1.0458185976985712,1.0226527258549558,0.5451507053093018,0.04445314902747607,0.9484862894292345,0.07624960056422322,0.9732742565819776,0.03910739866114386
prefer,colour_only,ridge,spatial_block,2,306,97,96,,,0.5345588641112429,1.0034281413765436,1.0017126041817301,0.5451507053093018,0.04445314902747607,0.9484862894292345,0.07624960056422322,0.9732742565819776,0.03910739866114386
prefer,colour_only,ridge,spatial_block,3,294,64,141,,,0.543759542144163,0.930753685891588,0.9647557648916062,0.5451507053093018,0.04445314902747607,0.9484862894292345,0.07624960056422322,0.9732742565819776,0.03910739866114386
prefer,colour_only,ridge,spatial_block,4,310,106,83,,,0.6193999067157063,0.8547706576079178,0.9245380779653793,0.5451507053093018,0.04445314902747607,0.9484862894292345,0.07624960056422322,0.9732742565819776,0.03910739866114386
prefer,colour_only,ridge,spatial_block,5,308,106,85,,,0.5270315193876518,0.9076603645715512,0.9527121100162164,0.5451507053093018,0.04445314902747607,0.9484862894292345,0.07624960056422322,0.9732742565819776,0.03910739866114386
