Image,Mu,Sigma,Score,Score_10
104107427714.jpg,26.45483177514442,2.7871382310874533,2.751004016064257,5.4362138630715275
104108457626.jpg,26.396668828320404,2.8623668646262246,2.7409638554216866,5.421652402767757
104108583735.jpg,26.00188045085804,2.554683425956991,2.7309236947791167,5.3228146443542705
104108994336.jpg,25.995811964783037,2.6179362142977864,2.7208835341365463,5.321295360619343
104108163803.jpg,25.879579892348048,3.6960153560615012,2.710843373493976,5.292195928743785
104108826085.jpg,25.834830496848284,2.7503042234948074,2.7008032128514055,5.280992635551658
104108964030.jpg,25.748476415996713,3.0018749137532343,2.6907630522088355,5.259373347172177
104108317853.jpg,25.711949815767525,2.769671180479725,2.680722891566265,5.250228682599415
104108894082.jpg,25.634928649136597,3.4325071429189604,2.6706827309236947,5.230945948114866
104108537471.jpg,25.634705468029395,2.734991222975913,2.6606425702811247,5.2308900733181005
104108642604.jpg,25.409289094220192,2.648160703771,2.6506024096385543,5.174455663469948
104108919133.jpg,25.365371460092874,2.8400085851040924,2.640562248995984,5.163460606979509
104106820573.jpg,25.32137190339492,2.7161736154184366,2.6305220883534135,5.152445040657201
104108888885.jpg,25.320957127990557,3.342483033253133,2.6204819277108435,5.152341199020636
104108630890.jpg,25.295457648607208,3.326719334017434,2.610441767068273,5.145957243648999
104106931220.jpg,25.225599402411543,3.0195236961685485,2.6004016064257027,5.128467791439036
104107985531.jpg,25.21501790268444,3.401362978428865,2.5903614457831323,5.125818646293471
104107858772.jpg,25.183337777724116,2.932261688102063,2.5803212851405624,5.117887327348713
104108253740.jpg,25.167247568864894,3.196233102146362,2.570281124497992,5.113859042153813
104108282347.jpg,25.07210822463794,2.8632102790688756,2.5602409638554215,5.090040307720027
104108465606.jpg,25.068527051306116,2.661399761431981,2.5502008032128516,5.089143738406404
104108950576.jpg,25.04374563437915,2.745359765898871,2.540160642570281,5.0829395544962415
104108905183.jpg,25.041139718987562,2.867514128296757,2.5301204819277108,5.082287147154426
104108999963.jpg,24.998231581788136,2.543735304202662,2.5200803212851404,5.0715448245821415
104108881377.jpg,24.932747861480273,2.6731866610846478,2.5100401606425704,5.055150562498218
104108970398.jpg,24.884045218202612,2.8413465682775074,2.5,5.04295754880993
104107795179.jpg,24.880810184678822,2.8310700675424956,2.4899598393574296,5.042147637778761
104109029831.jpg,24.85584059826613,2.6410439962285768,2.4799196787148596,5.035896344451927
104108125521.jpg,24.810645737455744,2.6543738818958644,2.4698795180722892,5.024581526211783
104108482233.jpg,24.766507468996288,2.2296897661797925,2.459839357429719,5.013531232525765
104108231125.jpg,24.726066792202573,3.0806376372022863,2.4497991967871484,5.003406654216983
104108383685.jpg,24.686998665912913,2.559453891025056,2.4397590361445785,4.9936257025772575
104106769963.jpg,24.65534852448991,2.666320284564753,2.429718875502008,4.985701890200036
104107086323.jpg,24.651351909794364,2.385330799624389,2.4196787148594376,4.984701312522726
104109010635.jpg,24.519528991813445,2.7283463712619627,2.4096385542168677,4.95169861420494
104108475014.jpg,24.186511530860507,2.9274386316866203,2.3995983935742973,4.86832559404485
104108602176.jpg,24.08899120320236,3.1035486984283254,2.389558232931727,4.843910765403146
104108933035.jpg,23.970741400624725,2.594034192839429,2.3795180722891565,4.814306182069825
104108142104.jpg,23.927062795414074,2.481173883139444,2.3694779116465865,4.80337096797513
104108198082.jpg,23.918067729482953,2.7633730502225085,2.359437751004016,4.801118996528737
104108678513.jpg,23.835267410386393,2.8342739408813644,2.3493975903614457,4.780389414801864
104108798362.jpg,23.79063495411194,2.57914156226922,2.3393574297188753,4.7692153980817915
104107156101.jpg,23.759199190914167,3.0568554595424318,2.3293172690763053,4.761345256644354
104108627229.jpg,23.69773305599931,3.002220516990889,2.319277108433735,4.745956822384016
104108655852.jpg,23.56857082535129,2.456220157025052,2.3092369477911645,4.713620243908746
104109048481.jpg,23.540845859916256,2.578530230392247,2.2991967871485945,4.706679124078158
104108531872.jpg,23.51954618179659,2.703372159693884,2.289156626506024,4.701346615421725
104108432307.jpg,23.465996165466088,2.95939584795279,2.2791164658634537,4.687940031339557
104108439840.jpg,23.391290828783326,2.555214747052755,2.2690763052208833,4.669237079477827
104108740569.jpg,23.290304231938407,2.7441969457606787,2.2590361445783134,4.643954448499386
104108791651.jpg,23.25688449750278,2.9357889368191583,2.248995983935743,4.635587607358765
104108323626.jpg,23.18188143694735,2.884506089983692,2.2389558232931726,4.616810118449137
104108822531.jpg,23.18093682234372,3.124448418526249,2.2289156626506026,4.616573628229776
