,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive
Ridge,0.09485506353023673,0.2055818668337619,0.18833660028715862,0.09430218234380947,0.21386917687088644,0.17470347997355953
Lasso,0.0444551322506935,0.24721572463280148,0.19759011387217357,0.07769805881674391,0.22138483458758648,0.1473320558950304
ElasticNet,0.05874276370111147,0.21920329988348775,0.20254421548489768,0.08874875861490243,0.20140350046978195,0.15758560230253046
PLS,0.09463284453714155,0.21227451115290735,0.18983864876406184,0.09583415865064471,0.20540533538211073,0.17564748130809185
RandomForest,0.05401847190075026,0.2198143052154469,0.2198924817193157,0.08170730400598163,0.1943592965666381,0.2180805983759068
SVR,0.06224499021208103,0.16079418718514435,0.15233490366964986,0.08068849819899174,0.20897054569079263,0.14804165103330424
XGBoost,0.031439295348474394,0.21798564723623431,0.26427528473399553,0.049763120878864364,0.1163955871874036,0.21920773728768533
Hybrid Neural Network,0.0957502653712562,0.2448442773641467,0.1327991309258713,0.095043402032429,0.157591902337285,0.1385013481893519
