,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive
Ridge,0.6698665205364769,0.28812790319180126,0.3747674510972897,0.6551346618874386,0.3764582455735063,0.5727120399299174
Lasso,0.663424076866504,0.27631746180112493,0.3947121800384371,0.6426750518029037,0.37005011788361497,0.5755984926664212
ElasticNet,0.6814441225398327,0.29116541465363877,0.41160955245242603,0.6517813738127665,0.39271476414624973,0.5817107573188691
PLS,0.6707117666917171,0.2791763982329786,0.37153221951767146,0.6552429837087719,0.37829463882323927,0.5670648065534408
RandomForest,0.667666185476781,0.35852604523308595,0.5218536224449615,0.6608101555631932,0.4961184537412125,0.6101801558747644
SVR,0.6662217040063976,0.3621628329782415,0.4557436818573331,0.63972851755727,0.4634335918809344,0.55550191501366
XGBoost,0.6247135673141966,0.2850049274658105,0.48124748026688896,0.6016999859900846,0.48724510769790524,0.6020444688774033
Hybrid Neural Network,0.7577590002258577,0.4850880536249212,0.5046753572833953,0.7071576902301934,0.6280824332992248,0.6493967081435711
