dimension,test_r2_mean,test_r2_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std
prefer,0.7158642185081581,0.031688294313662,0.5936252284680028,0.0674476735097477,0.7694096185913859,0.0451949566746789
monotonous,0.4427385453492881,0.0527510506857873,1.1396065590395097,0.1529906052953222,1.0655872676800553,0.0718534445735197
quiet,0.45993190550595,0.0916243759369388,1.1342248186573196,0.2116532281889118,1.0609134298312302,0.1042084033383028
extensive,0.6477319179543328,0.065796767834445,0.7314454048123502,0.1179993179054742,0.8530799112965919,0.0680079935977104
vivid,0.5904151474554418,0.0941869726856466,0.8212514941471897,0.1450955183633407,0.9032336232716422,0.0823143057035847
oppressive,0.6361707208851267,0.0673154321819565,0.752681569064025,0.1410797749296543,0.8646353972092596,0.0797433301036098
