dimension,fold,n_train,n_val,n_test,best_epoch,val_r2,test_r2,test_mse,test_rmse,test_r2_mean,test_r2_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std
vivid,1,299,100,100,28,0.6107599769595209,0.61139092148945,0.7417829378206102,0.8612682147975799,0.6280824332992248,0.04650774554529031,0.7799828901530599,0.15759190233728504,0.8794834282904865,0.09008183443036859
vivid,2,299,100,100,46,0.7138240278292394,0.592108346249407,0.9891554318524731,0.9945629350888123,0.6280824332992248,0.04650774554529031,0.7799828901530599,0.15759190233728504,0.8794834282904865,0.09008183443036859
vivid,3,299,100,100,21,0.7008637235365844,0.6841000722206416,0.5674853249558435,0.7533162184340939,0.6280824332992248,0.04650774554529031,0.7799828901530599,0.15759190233728504,0.8794834282904865,0.09008183443036859
vivid,4,299,100,100,20,0.6320619363845317,0.5820468251241478,0.864428441540143,0.9297464393801909,0.6280824332992248,0.04650774554529031,0.7799828901530599,0.15759190233728504,0.8794834282904865,0.09008183443036859
vivid,5,300,100,99,44,0.7785191111389411,0.6707660014124779,0.7370623145962293,0.8585233337517562,0.6280824332992248,0.04650774554529031,0.7799828901530599,0.15759190233728504,0.8794834282904865,0.09008183443036859
